Area,Value,Room,Living,School,Year,Floor
98,245,2,2,0,2005,6
129,395,3,1,1,2001,25
63,460,1,1,0,2001,21
115,500,2,2,1,2005,28
62,195,1,0,0,2006,23
58,158,1,1,1,2000,22
110,550,2,2,1,2007,28
85,340,2,1,1,1999,21
90,240,2,2,1,2010,10
28,105,1,0,1,2002,14
60,160,2,1,1,1987,5
85,500,3,1,1,1967,4
235,790,4,2,1,2003,8
55,215,2,1,1,1992,6
45,350,1,1,1,1980,7
184,800,3,2,1,2005,4
58,155,1,1,0,2011,18
78,255,2,1,1,2000,25
62,310,2,1,1,1992,6
100,340,2,1,0,2000,15
110,268,3,1,1,1999,18
85,400,2,1,0,2005,17
80,293,1,1,0,2009,6
42,126,1,0,0,2003,12
84,238,2,1,1,2007,16
63,190,2,1,0,1993,6
45,195,1,1,1,1995,6
97,330,2,1,0,2007,17
82,208,2,1,0,2000,13
74,210,2,1,0,1995,18
54,192,2,1,1,1981,6
104,280,2,1,0,2003,21
52,160,2,1,0,1983,5
197,519,4,3,1,2003,5
94,265,2,1,0,2000,20
98,315,2,2,1,2002,14
171,1260,3,2,1,1998,6
95,305,2,2,1,2009,24
71,226,1,1,1,2003,32
71,135,2,1,1,1995,6
45,165,1,0,0,2009,13
166,750,4,2,0,2001,18
92,530,3,1,0,1997,6
48,215,1,1,1,1988,16
151,665,3,2,0,1999,25
72,210,1,1,1,2005,11
101,300,2,1,0,2009,9
140,650,3,2,0,2004,19
76,215,2,1,1,1998,25
91,350,2,2,0,2002,6
95,183,3,1,1,1995,6
91,446,2,1,1,1998,27
56,185,1,1,1,2004,21
42,145,1,0,1,2004,7
82,450,2,1,1,1990,7
80,285,1,1,0,2009,6
59,219,2,1,1,1989,6
93,220,2,1,1,2008,11
59,270,2,1,1,1992,6
97,168,2,2,1,2003,5
89,350,2,1,1,1995,6
58,195,2,1,1,1998,6
110,268,3,1,1,1999,18
84,180,2,1,0,2004,18
63,306,2,1,0,2009,13
126,720,2,2,1,2000,28
114,260,3,2,1,2012,12
169,395,3,2,1,2000,5
136,1000,3,2,1,2010,23
97,440,2,1,0,2004,9
113,395,2,1,1,2004,24
70,195,2,1,1,2000,7
55,246,2,1,1,1992,6
63,190,1,0,0,2006,24
64,318,1,1,1,2004,16
62,192,2,1,0,1993,4
55,216,1,1,0,2004,16
161,1000,3,2,1,2000,11
470,1480,5,2,1,2009,1
95,290,3,1,1,2000,25
61,177,1,1,0,2013,9
65,235,2,1,0,1992,21
62,315,2,1,1,1992,6
54,168,2,1,1,2002,6
59,257,2,1,1,1987,6
48,145,1,1,1,2004,15
48,105,1,1,0,2004,15
200,720,5,2,0,2010,4
94,355,2,2,0,2000,27
62,430,2,1,0,1980,16
71,240,2,1,0,2003,6
154,450,3,2,0,2002,14
101,195,2,1,1,2003,6
127,390,3,2,1,2001,25
127,310,3,2,0,2006,10
98,316,2,1,1,2000,19
124,253,3,2,0,2007,6
76,285,1,2,1,2000,19
101,310,2,1,0,1998,22
46,143,1,1,0,2004,4
78,390,2,1,1,1996,12
114,580,3,2,1,1999,14
137,770,3,2,1,2004,18
72,226,2,1,0,2005,15
94,215,2,1,1,2013,11
98,320,2,1,1,2000,18
72,360,3,1,1,1987,6
336,660,5,3,1,2005,3
70,420,2,1,0,1983,12
82,208,2,1,0,2000,13
95,250,2,1,1,1997,6
126,310,3,2,1,2004,5
138,310,3,2,0,2002,11
45,255,1,1,1,1990,18
93,220,2,1,1,2006,15
63,180,2,1,0,2000,18
55,163,1,1,1,1999,18
81,205,2,1,0,2003,6
71,165,2,1,1,1995,5
59,219,2,1,1,1989,6
95,216,3,2,1,2010,11
92,360,2,1,0,2000,18
61,200,2,1,1,1988,6
127,490,3,2,0,1998,22
197,1200,4,2,1,2000,15
42,218,1,1,1,1992,7
159,380,3,1,1,2000,14
58,130,2,1,0,1999,6
142,700,3,1,1,2011,12
76,214,2,1,1,2000,25
59,233,2,1,0,1989,18
87,220,2,1,1,1999,6
89,536,2,1,1,1999,18
53,244,2,1,0,1986,6
59,195,2,1,1,1986,6
155,450,3,2,0,2002,20
69,275,2,1,1,2004,28
72,259,2,1,1,1988,23
95,283,2,1,1,2000,22
68,205,2,1,0,1994,6
97,280,3,1,1,1996,18
49,178,1,1,1,1990,25
70,245,3,1,0,1988,6
112,560,2,2,1,1994,6
126,290,3,2,1,2002,6
73,488,3,1,1,1979,6
42,198,1,1,0,1985,6
76,340,3,1,0,1988,21
214,895,4,2,1,2007,30
58,215,2,1,1,1996,6
48,330,1,1,0,1989,6
53,180,2,1,0,2012,16
54,175,2,1,0,1985,6
83,190,3,1,0,1992,6
70,260,2,2,1,2003,18
64,235,3,1,0,1985,13
52,122,1,1,0,2011,18
104,243,3,1,0,2007,20
41,180,1,1,0,1999,6
79,250,2,1,0,1993,12
83,398,2,1,0,1998,6
43,130,2,1,1,1973,6
42,198,1,1,0,1985,6
129,498,3,2,1,2006,27
214,1200,4,2,1,2003,13
205,350,3,1,0,2001,17
51,134,2,1,0,1991,7
85,350,2,1,1,2000,12
55,125,1,0,0,2008,10
91,300,2,1,1,1998,26
42,198,1,1,0,1985,6
64,308,2,1,1,1994,16
36,138,1,1,0,1987,6
89,170,3,1,0,2009,21
101,199,2,3,1,2004,12
47,168,1,1,1,2002,19
456,3500,5,3,0,2002,1
61,200,2,1,0,1994,6
91,272,2,2,1,2002,22
63,247,1,1,1,2003,19
150,600,3,2,1,2005,9
81,205,2,1,1,1990,6
51,239,2,1,0,1988,6
58,218,2,1,1,1981,6
49,165,1,1,1,1990,6
57,181,2,1,0,1993,6
89,315,2,2,1,1997,26
47,136,1,0,1,2000,18
60,195,2,1,1,1987,16
60,370,2,1,1,1988,20
49,212,1,1,1,1996,9
113,245,1,1,0,2003,7
69,195,1,1,1,2005,4
87,299,1,2,0,2005,18
50,305,1,1,1,1995,28
63,315,2,1,1,1985,6
38,225,1,1,1,1992,6
67,240,2,1,1,1998,6
67,205,2,2,1,1998,6
57,333,3,1,1,1980,6
51,175,1,1,0,2007,16
103,480,3,2,1,2000,6
88,450,2,2,1,2008,15
89,220,2,1,0,2002,6
47,165,1,0,1,2000,16
64,200,2,1,0,1996,22
146,630,3,2,0,2005,9
71,210,2,1,0,2000,7
103,260,2,2,1,2003,11
62,186,2,1,0,1982,7
63,360,2,1,1,1983,5
73,239,2,2,1,2002,6
89,305,3,1,0,1990,18
113,430,2,1,0,1997,23
67,315,2,1,1,1997,14
75,258,1,1,1,2004,27
65,205,2,1,1,1993,18
70,216,1,1,1,2005,14
49,155,1,1,0,1990,18
62,186,2,1,0,1982,7
80,290,3,1,0,1997,14
85,210,2,1,0,2002,22
44,115,1,0,0,2005,18
118,450,2,2,0,2006,9
110,610,3,2,1,1997,21
80,305,1,1,0,2008,21
76,460,2,1,1,2003,23
62,242,2,1,1,1992,20
64,243,2,1,1,1990,6
30,140,1,1,1,2010,2
64,240,2,1,0,1995,18
74,210,2,1,0,1995,18
82,370,1,1,1,2000,14
56,215,2,1,1,1993,6
98,430,2,1,1,2000,28
67,310,2,1,1,1992,7
58,365,2,1,1,1986,17
90,250,3,1,1,2012,27
91,330,3,2,1,2010,28
53,108,1,0,1,2012,23
74,271,3,1,1,1988,6
187,950,3,2,0,2003,31
66,173,1,1,1,2003,18
45,390,1,1,1,1990,7
81,205,2,1,1,2007,21
48,185,2,1,0,1990,7
103,480,3,2,1,2000,6
40,142,1,1,0,1987,6
61,180,1,1,1,1992,23
95,298,2,1,0,2002,10
158,1250,3,2,1,2004,13
95,340,3,1,0,2011,9
59,225,1,1,0,2007,17
70,310,2,1,0,1991,17
50,170,2,1,1,1987,12
103,380,3,2,1,1996,22
244,1250,5,3,1,2000,16
109,400,2,1,1,2005,22
133,269,3,2,0,1999,6
72,299,2,1,0,1990,16
52,175,1,0,1,2002,24
87,240,2,1,0,2001,22
110,310,2,1,0,1998,17
98,270,2,2,0,2004,18
47,140,1,1,1,1995,6
219,630,4,2,0,2000,7
156,1100,3,2,1,2002,9
96,370,2,2,1,2000,16
55,259,1,0,1,1992,16
67,253,1,1,1,2000,25
65,280,2,1,1,1984,16
93,350,2,1,1,2007,14
152,650,3,2,0,2011,17
38,225,1,1,1,1992,6
96,525,2,2,1,2004,28
144,400,3,2,1,2003,11
87,410,1,1,1,1995,16
100,396,2,1,1,2005,23
180,950,4,2,1,2000,17
45,165,1,1,0,2011,17
416,1250,4,2,1,2007,3
52,280,2,1,1,1994,6
112,320,2,2,1,2003,25
104,830,2,1,1,2005,16
91,229,2,2,1,2006,11
65,490,2,1,1,1980,16
72,259,2,1,1,1988,23
77,188,2,1,0,1995,7
106,265,3,2,1,2002,6
71,140,2,1,1,1994,6
86,460,3,1,1,1992,14
93,300,3,2,1,2011,6
55,155,1,2,1,1998,10
55,370,2,1,1,1983,6
109,308,2,2,0,2003,25
51,160,1,0,0,2000,8
102,470,2,1,1,1998,24
51,245,2,1,1,1992,20
75,175,2,1,0,2001,6
46,195,2,1,0,1986,6
70,225,2,1,1,1997,6
73,190,2,1,1,1985,19
142,700,3,1,1,2011,12
192,450,4,2,1,2003,14
114,170,3,1,0,1996,6
86,295,2,1,0,2007,8
129,240,2,2,1,2008,16
48,155,1,1,0,1993,6
43,110,1,0,0,2006,21
110,320,2,2,0,2005,15
164,505,3,2,0,1995,14
60,300,1,1,1,2007,25
118,335,2,2,1,2004,4
114,215,3,1,0,1998,6
149,588,3,2,1,2003,22
96,185,2,1,1,2003,12
58,230,1,1,1,2000,18
120,310,2,2,1,2003,25
69,210,2,1,0,1996,12
98,350,2,1,1,1996,21
100,249,3,1,1,1995,6
87,180,2,2,1,2014,10
198,790,4,2,1,1999,18
220,970,4,2,1,2002,7
215,550,3,2,1,2005,5
73,185,2,1,1,1995,5
72,258,1,2,0,1999,30
93,462,2,1,1,2002,27
68,272,2,1,1,1989,25
56,240,1,1,1,2009,18
77,210,2,1,0,2000,22
226,620,3,2,1,2008,12
117,670,4,1,1,2003,6
108,440,2,2,1,2003,9
122,930,3,2,1,2010,22
103,380,3,2,1,1996,22
99,710,2,1,1,2004,16
58,250,2,1,1,1991,16
60,260,2,1,0,1990,6
54,280,2,1,1,1982,20
142,780,2,2,1,2005,20
78,170,2,1,0,1994,6
72,247,2,1,0,1999,6
75,287,2,1,1,1998,6
50,165,1,1,0,2011,13
67,240,2,1,1,1998,6
97,260,2,1,1,2002,6
111,228,3,2,0,1997,6
44,198,1,0,0,2011,1
57,256,1,1,0,2000,14
99,170,2,2,0,2000,6
41,240,1,1,1,1989,6
63,228,1,1,1,2001,28
48,215,1,1,1,1988,16
65,225,1,1,1,2007,18
85,435,2,2,1,1990,17
42,188,1,1,1,1985,17
61,350,2,1,1,1990,18
62,302,2,1,1,1988,6
116,590,2,2,1,2006,15
93,229,2,1,0,2002,6
91,400,2,1,1,2008,6
78,335,3,1,0,1988,14
94,400,2,1,0,2004,9
122,320,3,2,1,2000,18
57,270,2,1,0,1994,7
47,130,2,1,0,1987,5
57,115,1,1,1,2008,24
65,249,1,2,1,2006,18
64,298,1,1,0,2005,19
49,200,1,0,0,2004,21
53,146,1,1,1,1999,6
84,380,1,1,1,2000,14
83,280,3,1,1,1999,6
101,205,2,1,1,2002,6
73,284,2,1,1,1993,12
72,220,2,1,1,1996,18
126,435,4,2,0,2002,10
47,188,1,0,0,2010,19
92,303,2,1,1,2012,21
97,430,2,2,0,2000,28
64,190,2,1,0,2003,6
142,247,3,2,0,1996,5
125,640,2,1,1,2008,18
61,182,2,1,1,1985,6
113,286,2,2,1,2003,6
78,410,3,1,1,1984,21
50,148,1,0,1,2004,26
178,600,4,2,0,2005,7
78,255,2,1,1,2000,25
58,316,2,1,1,1987,19
69,255,2,1,0,1984,6
127,480,3,2,0,1993,25
96,370,2,2,1,2000,16
78,170,2,1,1,2003,6
62,430,2,1,0,1980,16
89,260,2,1,1,2003,6
52,270,2,1,1,1999,4
246,950,3,2,0,2007,28
61,189,1,1,0,1998,24
67,315,2,1,1,1997,14
45,185,1,1,0,1995,6
90,205,2,2,0,2004,18
129,575,3,2,1,2009,25
61,182,2,1,1,1985,6
58,125,2,1,1,1995,4
77,333,3,1,1,1995,10
75,420,1,1,1,2004,1
92,485,2,2,0,2002,18
100,396,2,1,1,2005,23
56,280,2,1,1,1986,16
58,208,1,2,0,1990,25
47,156,1,1,0,1987,20
58,158,1,1,1,2000,22
66,330,2,1,1,1980,5
56,200,1,1,0,2003,15
79,250,2,1,0,1993,12
69,185,3,1,1,1994,6
82,210,2,1,0,2002,1
166,850,3,2,0,1990,6
61,225,2,1,1,1992,21
104,830,2,1,1,2005,16
61,200,2,1,1,1988,6
113,840,3,1,1,2000,6
60,200,2,1,0,1989,14
116,395,2,2,1,2005,16
65,165,1,1,0,1999,6
80,480,2,2,1,1984,6
112,290,2,1,1,1993,26
56,225,1,0,0,2000,25
78,335,3,1,0,1988,14
74,405,2,1,1,1990,22
94,265,2,1,0,2000,20
67,395,3,1,0,1992,16
125,575,3,2,0,1998,6
65,160,1,1,0,2004,15
106,380,3,2,1,1996,6
123,270,3,2,1,2003,7
44,143,1,0,0,2001,22
56,320,2,1,1,1982,6
80,300,3,1,1,1986,24
88,213,2,2,0,1997,6
62,315,2,1,1,1980,18
82,500,2,1,1,1999,18
72,247,2,1,0,1999,6
128,380,3,2,1,1998,6
83,185,3,1,1,1994,6
101,268,2,1,0,2008,12
105,660,4,1,0,1994,6
230,1230,3,2,1,2005,12
80,284,3,1,0,1994,6
107,270,3,2,0,2003,6
178,310,4,1,1,2001,32
112,360,2,2,0,1998,28
101,205,2,1,1,2002,6
59,330,2,1,1,1995,6
91,260,2,1,0,2006,26
104,390,3,1,1,2003,16
93,286,2,2,1,2006,18
61,95,1,1,0,2012,12
125,295,3,1,1,2006,6
57,340,2,1,1,1994,6
86,325,2,1,0,2010,28
134,315,3,2,1,1998,7
93,500,2,1,1,2000,18
118,305,3,1,1,2006,6
71,240,1,1,0,2008,25
59,249,1,1,0,2002,28
59,273,2,1,0,1989,18
77,280,3,1,1,1994,6
81,295,3,1,0,1989,6
39,135,1,1,0,2005,14
173,530,3,2,0,2012,6
82,220,2,2,1,2005,22
140,288,3,2,1,2007,8
64,240,1,1,1,1995,24
59,270,2,1,1,1992,6
101,665,3,1,1,1983,6
59,142,2,1,0,1990,6
88,560,3,1,0,2003,6
93,220,2,1,1,2009,14
65,215,2,1,1,1985,6
54,168,2,1,1,2002,6
196,530,4,2,0,2005,5
101,245,2,2,1,2002,7
98,349,2,2,1,2007,19
58,125,2,1,1,1995,4
63,270,1,1,1,1997,22
101,300,2,2,1,2003,24
76,228,2,1,0,2000,7
87,345,2,1,1,1995,12
52,160,2,1,0,1983,5
87,240,3,1,1,1993,6
79,580,3,1,1,1999,6
51,175,1,1,0,2007,16
55,259,1,0,1,1992,16
122,260,3,2,1,2006,8
55,230,2,1,1,1993,6
66,188,2,1,1,1994,6
58,485,2,1,0,1990,6
73,320,2,1,1,1999,7
99,840,3,1,1,1999,18
54,173,2,1,0,1985,6
73,390,1,2,1,2002,6
65,176,1,0,1,2007,19
63,235,2,1,0,1983,6
72,275,2,1,1,1996,18
119,268,3,2,1,1982,6
47,310,2,1,1,1984,6
59,200,2,1,0,1994,6
78,285,1,2,1,2007,9
60,175,1,1,0,2013,10
52,135,1,1,0,2010,7
59,175,1,1,1,2008,6
82,191,2,1,1,1997,6
153,550,3,1,1,1996,30
196,530,4,2,0,2005,5
63,325,2,1,1,1990,18
92,195,2,1,0,1996,5
67,390,3,1,1,1989,6
57,175,2,1,1,1987,20
102,270,3,1,0,2000,11
56,295,2,1,0,1982,6
80,329,2,2,1,2009,22
63,260,1,1,1,2000,26
69,260,3,1,0,1993,6
80,380,2,1,1,1992,18
123,645,3,1,1,2000,6
77,230,2,1,1,1996,14
126,750,3,2,0,2004,16
129,242,3,2,0,2008,15
60,279,2,1,1,1960,5
81,288,1,2,1,2005,16
156,450,3,1,0,2001,25
94,220,2,2,0,2004,9
165,280,3,2,0,2001,32
114,530,2,2,0,2004,6
220,280,4,2,0,2001,7
38,142,2,0,0,2011,4
88,495,2,1,0,1995,18
74,180,2,1,1,1994,6
84,238,2,1,0,2007,27
73,270,2,1,1,1994,18
61,370,2,1,1,1993,6
77,225,2,2,1,2008,15
114,260,3,2,1,2012,12
113,430,2,1,0,1997,23
66,220,1,2,0,2003,15
48,215,1,1,1,1988,16
49,155,1,1,0,1990,18
62,165,1,1,1,2005,18
91,345,2,2,0,1999,7
100,320,2,1,0,2005,23
145,248,3,2,1,2010,8
92,418,3,1,0,1992,16
215,550,3,2,1,2005,5
109,570,2,1,1,2006,21
141,395,3,2,0,2003,5
93,500,2,1,1,2000,18
85,350,2,1,1,2000,12
58,165,2,1,1,1980,6
71,168,3,1,1,2002,6
77,200,2,1,1,1995,19
42,315,1,1,1,2001,6
59,495,2,1,1,1974,6
55,215,2,1,1,1992,6
215,550,3,2,1,2005,5
110,550,2,2,1,2007,28
100,320,2,2,0,1999,24
113,560,2,2,1,2005,16
158,342,3,1,1,2001,1
114,530,2,2,0,2004,6
236,850,4,2,1,2003,23
89,180,2,2,1,2000,6
122,400,2,1,1,1999,22
146,630,3,2,0,2005,9
55,198,2,1,1,1992,6
127,490,3,2,0,1998,22
42,218,1,1,1,1992,7
67,280,2,1,1,2009,17
76,181,1,1,0,2001,17
146,425,3,2,0,2010,15
125,295,3,1,1,2006,6
95,340,3,1,0,2011,9
102,210,2,2,1,2004,6
73,340,3,1,1,1994,6
133,550,3,2,1,1999,25
137,810,3,2,1,2001,15
40,243,1,1,1,1988,6
74,178,2,1,1,1997,6
124,265,3,2,1,2004,18
90,205,2,2,0,2004,18
119,445,3,1,1,1998,6
110,268,3,1,1,1999,18
103,230,2,2,1,2004,18
42,215,1,1,1,1980,16
71,190,2,1,0,2005,9
133,269,3,2,0,1999,6
63,390,2,1,1,1992,18
112,418,3,2,0,1995,18
121,299,3,1,0,2000,6
87,299,1,2,0,2005,18
93,530,2,1,1,2004,16
62,302,2,1,1,1988,6
59,235,3,1,0,1986,6
42,145,1,1,0,1987,6
112,288,3,2,1,2000,7
60,300,2,1,0,1985,12
54,156,2,1,0,1985,6
50,200,1,1,0,1986,18
98,530,3,1,1,1990,12
60,285,1,1,1,2004,1
118,430,3,1,1,1998,18
140,390,3,2,0,1998,28
45,140,1,0,0,2008,4
73,330,1,1,1,2004,23
67,330,2,1,1,1998,28
57,175,3,1,0,1984,6
63,270,3,1,1,1981,10
54,168,2,1,1,1990,6
65,160,1,1,0,2004,15
76,240,2,1,1,1997,19
130,1043,2,2,1,2000,21
80,206,2,1,0,2006,23
130,500,3,2,0,1998,24
85,440,3,1,1,1990,20
201,285,3,2,1,2002,32
62,153,1,1,1,2005,11
48,185,1,1,0,1994,25
43,225,1,1,1,1989,6
51,175,2,1,0,2012,16
96,320,2,2,1,2001,4
75,350,1,1,1,2000,7
100,280,2,1,0,2004,28
66,290,2,1,1,1989,21
94,390,2,2,1,2006,26
63,192,2,1,0,1987,16
89,170,2,2,1,1995,6
112,470,2,1,0,2006,11
156,880,3,2,1,2003,26
49,178,1,1,1,1990,25
59,223,2,1,0,1989,6
97,258,2,1,1,2006,26
76,205,2,1,0,2001,6
90,415,3,1,1,1996,6
68,195,2,1,0,1999,6
60,279,2,1,1,1960,5
71,190,2,1,0,2005,9
92,190,2,2,1,2008,6
55,216,1,1,0,2004,16
62,430,2,1,0,1980,16
65,490,2,1,1,1980,16
58,200,2,1,0,1984,6
57,205,2,1,0,1992,6
107,200,2,1,0,2001,17
109,550,2,1,0,2000,18
129,575,3,2,1,2009,25
65,220,2,1,1,1999,15
119,360,2,1,0,2002,11
137,570,3,2,1,1999,22
90,245,2,1,1,2010,6
133,930,3,2,1,2002,12
60,170,2,1,0,1998,6
61,273,2,1,0,1982,5
93,220,2,1,1,2006,15
70,310,2,1,0,1989,21
198,790,4,2,1,1999,18
87,280,2,2,1,2011,17
68,326,2,2,1,1993,18
91,430,2,1,1,2000,25
64,243,2,1,1,1990,6
60,215,1,1,0,2004,26
95,276,2,1,1,1996,22
73,145,2,1,1,1993,6
100,330,2,1,0,2004,28
82,450,2,1,1,1990,7
118,510,3,2,0,2001,26
54,190,1,1,1,2004,18
80,338,2,1,1,2000,26
61,190,1,1,0,2006,24
66,210,2,1,0,1998,22
115,480,2,1,0,2001,33
46,300,1,1,1,1985,15
46,108,1,1,1,1995,6
60,355,2,1,0,1963,6
58,230,2,1,1,1985,6
49,195,2,1,0,1994,6
47,168,1,1,1,2002,19
76,160,1,1,1,2001,19
63,181,1,1,0,1999,28
109,270,3,1,0,2008,6
76,205,2,1,0,2001,6
54,280,2,1,1,1982,20
69,145,2,1,1,1998,6
85,435,2,2,1,1990,17
64,185,2,1,1,1995,16
65,300,2,1,1,2005,2
106,520,2,1,1,2005,15
67,330,2,1,1,1998,28
64,308,2,1,1,1994,16
98,270,2,2,0,2004,18
177,470,3,2,0,2002,24
175,750,3,2,0,2004,26
49,167,1,1,1,1990,25
64,229,2,1,1,1990,18
127,520,3,2,1,2001,5
51,195,2,1,0,2001,6
73,270,2,1,1,1994,18
72,255,2,1,1,1992,12
134,620,3,1,1,1996,21
66,220,1,2,0,2003,15
78,410,3,1,1,1984,21
184,800,3,2,1,1999,17
51,180,1,1,1,1992,18
92,303,2,1,1,2012,21
47,153,2,1,0,2006,16
79,260,2,1,0,1998,20
59,202,2,1,0,1988,7
76,175,2,2,0,2004,6
61,295,1,2,1,2006,18
104,208,3,1,0,2001,6
104,280,2,1,0,2003,21
137,440,3,2,1,2000,14
58,316,2,1,1,1987,19
115,240,2,2,0,2001,7
60,232,3,1,1,1990,6
83,335,2,2,0,1998,14
110,425,2,2,0,2009,36
150,190,3,2,0,1999,7
30,140,1,1,1,2010,2
62,430,2,1,0,1980,16
61,199,2,1,0,1988,6
55,225,2,1,0,1975,12
82,370,1,1,1,2000,14
69,255,3,1,0,1995,6
55,250,2,1,1,1982,6
81,245,2,2,1,2013,20
87,330,2,1,1,1966,20
134,550,2,2,0,2000,15
63,325,2,1,1,1990,18
90,400,2,1,1,1998,12
102,273,2,1,1,2000,18
100,370,3,1,1,1996,6
163,573,3,2,1,2011,6
50,219,2,1,0,1974,6
97,273,2,2,0,2002,6
63,270,2,1,1,1994,18
139,560,3,2,0,2000,9
87,255,2,2,1,1998,6
55,370,2,1,1,1998,5
53,220,1,1,0,2003,17
162,600,3,2,1,2003,25
159,680,3,2,1,1999,6
220,280,4,2,0,2001,7
88,205,2,2,0,1997,6
54,215,2,1,0,2002,15
55,185,2,1,1,1994,16
119,700,3,2,1,1998,6
72,192,3,1,1,1993,6
113,360,2,1,0,1998,15
42,198,1,0,0,1970,12
69,260,3,1,1,1983,14
125,890,3,2,1,2004,12
45,200,1,1,1,1990,6
145,485,3,2,1,2007,27
66,252,2,1,1,1986,6
98,450,2,1,0,2005,20
57,223,3,1,0,1983,6
91,219,2,2,0,2003,25
57,132,1,1,1,1996,6
50,255,2,1,0,1988,6
135,435,3,1,0,2001,13
103,380,2,2,1,1999,16
47,220,1,0,1,2003,12
86,299,3,1,1,1996,6
158,820,3,2,1,2011,18
101,300,2,1,0,2009,9
122,238,3,2,1,1994,16
138,775,2,1,0,2003,27
83,320,3,1,1,1999,6
57,200,2,1,0,1988,23
97,210,2,2,1,2012,27
78,390,2,1,1,2000,6
89,210,2,1,1,2006,16
288,820,1,0,0,2005,19
68,326,2,2,1,1993,18
138,338,3,1,1,2002,11
71,135,2,1,1,1995,6
87,525,3,1,1,1980,6
45,160,1,1,0,1987,18
197,1200,4,2,1,2000,15
55,195,2,1,1,1985,6
59,310,2,1,1,1998,6
102,218,2,1,1,2004,28
90,430,2,1,0,1998,17
89,245,2,2,0,2003,6
113,395,2,1,1,2004,24
83,225,2,1,0,1995,6
76,318,3,1,1,1993,21
75,340,3,1,1,2007,29
150,375,3,2,1,2003,20
57,256,1,1,0,2000,14
58,255,2,1,1,1970,5
63,330,2,1,1,1984,21
108,195,3,1,1,1998,18
65,136,1,1,0,1996,20
46,168,1,1,1,1998,30
77,270,3,1,0,1986,6
57,253,2,1,1,1987,6
111,325,2,1,1,2004,9
107,320,3,1,1,2004,9
55,230,2,1,1,1993,6
169,625,3,2,0,2003,10
47,168,1,1,0,2004,28
83,320,3,1,1,1994,1
150,380,4,1,0,2010,11
59,190,2,1,1,1979,6
41,166,1,1,0,1980,6
74,405,2,1,1,1990,22
107,460,2,1,1,2000,29
89,580,2,1,0,2011,32
98,430,2,1,1,2000,28
80,230,2,1,0,1990,24
58,215,2,1,1,1996,6
81,218,3,0,0,1963,6
53,285,1,0,1,2009,19
91,410,2,2,0,2004,9
102,260,2,1,1,1993,3
100,185,2,1,1,2003,18
57,210,2,1,0,1987,6
133,1150,3,2,1,2000,19
123,505,2,1,0,2000,24
125,350,3,2,1,1998,18
65,330,2,1,1,1995,6
58,164,2,1,0,1990,6
149,650,3,2,1,2000,24
54,260,2,1,1,1983,12
56,195,1,1,0,2005,15
121,740,3,2,1,2004,11
120,310,2,2,1,2003,25
57,435,2,1,1,1986,6
109,570,2,1,1,2006,21
67,310,2,1,1,1992,7
62,148,1,1,1,2005,11
61,250,2,1,1,1988,22
94,340,2,2,1,2007,18
41,240,1,1,1,1989,6
159,465,3,1,0,1998,22
63,190,2,1,0,1993,6
102,273,2,1,1,2000,18
94,355,2,2,0,2000,27
65,235,2,1,0,1992,21
41,166,1,1,0,1980,6
61,205,2,1,0,1998,6
63,415,2,1,1,1954,6
63,315,2,1,1,1985,6
58,132,1,1,1,2005,12
80,320,3,1,0,1989,21
64,180,2,1,1,1995,6
71,320,2,1,1,1990,17
113,280,2,1,1,2001,7
57,218,2,1,0,1992,6
43,260,1,1,1,1995,16
67,150,1,1,1,2005,18
97,241,3,1,0,2003,6
67,203,1,1,0,2005,20
64,272,2,1,0,1979,6
119,235,3,2,1,2004,6
148,600,3,2,1,2008,30
98,360,3,1,1,1996,6
106,240,2,2,0,2004,6
95,340,3,1,0,2011,9
78,530,1,1,0,2003,16
128,330,3,2,1,2007,6
48,170,1,1,1,1992,6
57,195,1,1,0,2004,8
102,255,2,2,0,1993,3
61,140,2,1,1,1985,19
97,440,2,1,0,2004,9
37,200,1,1,1,1993,6
52,270,2,1,1,1999,4
136,550,4,1,1,2003,4
58,320,2,1,1,1988,6
80,305,1,1,0,2008,21
71,215,2,1,0,1979,25
97,430,2,2,0,2000,28
71,238,1,1,1,2008,25
88,213,2,2,0,1997,6
182,515,3,2,0,2005,3
71,320,2,1,1,1982,16
58,145,2,1,0,1994,16
64,229,2,1,1,1990,18
85,228,2,2,0,2002,6
85,220,2,1,0,2004,15
126,475,3,2,0,2004,6
108,260,2,2,0,2002,6
91,265,2,1,1,2003,6
97,228,2,2,1,2008,12
62,310,2,1,1,1992,6
92,370,2,1,1,2000,19
137,440,3,2,1,2000,14
65,301,2,1,1,1995,6
41,145,1,1,0,2011,17
100,320,2,1,0,2005,23
91,272,2,2,1,2002,22
96,208,2,1,1,2001,5
80,380,2,1,1,1992,18
57,185,1,1,1,2000,26
95,520,2,1,0,2003,7
89,170,3,1,0,2009,21
55,125,1,0,0,2008,10
152,970,4,2,0,2000,7
120,575,3,1,0,1999,7
104,495,2,2,1,2000,13
215,550,3,2,1,2005,5
244,1250,5,3,1,2000,16
97,379,2,1,0,1998,16
132,480,3,1,1,1996,30
155,470,3,2,0,2003,6
98,315,2,2,1,2002,14
41,240,1,1,1,1989,6
51,160,1,0,0,2000,8
66,273,2,1,1,2000,20
108,325,3,1,1,1998,16
121,360,2,2,0,1996,6
82,490,2,1,1,1999,18
45,90,1,1,0,2007,1
42,222,1,1,1,1988,6
94,270,2,2,1,2001,6
101,199,2,3,1,2004,12
